#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#default,mean,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,container_name,host,namespace,node_name,pod_name
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-28T23:00:00Z,4636587.919444445,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T00:00:00Z,4839406.516666667,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T01:00:00Z,4667461.280555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T02:00:00Z,4620097.619444445,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T03:00:00Z,4720583.825,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T04:00:00Z,4724598.022222222,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T05:00:00Z,4708503.030555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T06:00:00Z,4687923.95,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T07:00:00Z,4752669.613888889,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
,,0,2022-10-01T06:00:00Z,2022-11-01T06:00:00Z,2022-10-29T08:00:00Z,4802433.680555556,cpu_usage_nanocores,kubernetes_pod_container,main,sail-1,boutique,sail-2,loadgenerator-c46f99f5f-sq5ph
